ID,Poem Content,Label
218,龙池赐酒敞云屏，羯鼓声高众乐停。夜半宴归宫漏永，薛王沉醉寿王醒。,5
219,帘幕疏疏风透。一线香飘金兽。朱阑倚遍黄昏后。廊上月华如昼。别离滋味浓于酒。著人瘦。此情不及墙东柳。春色年年如旧。,1
220,白鸟朱荷引画桡，垂杨影里见红桥，欲寻往事已魂消。遥指平山山外路，断鸿无数水迢迢，新愁分付广陵潮。,5
221,白景归西山，碧华上迢迢。今古何处尽，千岁随风飘。海沙变成石，鱼沫吹秦桥。空光远流浪，铜柱从年消。,4
222,洛郊无俎豆，弊厩惭老马。小雁过炉峰，影落楚水下。长船倚云泊，石镜秋凉夜。岂解有乡情，弄月聊呜哑。别柳当马头，官槐如兔目。欲将千里别，持我易斗粟。南云北云空脉断，灵台经络悬春线。青轩树转月满床，下国饥儿梦中见。维尔之昆二十馀，年来持镜颇有须。辞家三载今如此，索米王门一事无。荒沟古水光如刀，庭南拱柳生蛴螬。江干幼客真可念，郊原晚吹悲号号。,1
223,和泽周三春，清凉素秋节。露凝无游氛，天高肃景澈。陵岑耸逸峰，遥瞻皆奇绝。芳菊开林耀，青松冠岩列。怀此贞秀姿，卓为霜下杰。衔觞念幽人，千载抚尔诀。检素不获展，厌厌竟良月。,6
224,王孙莫把比蓬蒿，九日枝枝近鬓毛。露湿秋香满池岸，由来不羡瓦松高。,6
225,两种风流，一家制作。雪花全似梅花萼。细看不是雪无香，天风吹得香零落。虽是一般，惟高一着。雪花不似梅花薄。梅花散彩向空山，雪花随意穿帘幕。,6
226,蜀道如天夜雨淫，乱铃声里倍沾襟。当时更有军中死，自是君王不动心。,5
227,细草绿汀洲，王孙耐薄游。年华初冠带，文体旧弓裘。野渡花争发，春塘水乱流。使君怜小阮，应念倚门愁。,1
228,秀樾横塘十里香，水花晚色静年芳。胭脂雪瘦熏沉水，翡翠盘高走夜光。山黛远，月波长，暮云秋影蘸潇湘。醉魂应逐凌波梦，分付西风此夜凉。,6
229,杀气凝不流，风悲日彩寒。浮埃起四远，游子弥不欢。依然宿扶风，沽酒聊自宽。寸心亦未理，长铗谁能弹。主人就我饮，对我还慨叹。便泣数行泪，因歌行路难。十五役边地，三四讨楼兰。连年不解甲，积日无所餐。将军降匈奴，国使没桑乾。去时三十万，独自还长安。不信沙场苦，君看刀箭瘢。乡亲悉零落，冢墓亦摧残。仰攀青松枝，恸绝伤心肝。禽兽悲不去，路旁谁忍看。幸逢休明代，寰宇静波澜。老马思伏枥，长鸣力已殚。少年兴运会，何事发悲端。天子初封禅，贤良刷羽翰。三边悉如此，否泰亦须观。,3
230,中岁颇好道，晚家南山陲。兴来每独往，胜事空自知。行到水穷处，坐看云起时。偶然值林叟，谈笑无还期。,4
231,黄花谩说年年好。也趁秋光老。绿鬓不惊秋，若斗尊前，人好花堪笑。蟠桃结子知多少。家住三山岛。何日跨归鸾，沧海飞尘，人世因缘了。,2
232,东林送客处，月出白猿啼。笑别庐山远，何烦过虎溪。,1
233,千里黄云白日曛，北风吹雁雪纷纷。莫愁前路无知己，天下谁人不识君。,1
234,地胜遗尘事，身闲念岁华。晚晴风过竹，深夜月当花。石乱知泉咽，苔荒任径斜。陶然恃琴酒，忘却在山家。,4
235,曲角深帘隐洞房。正嫌玉骨易愁黄。好花偏占一秋香。夜气清时初傍枕，晓光分处未开窗。可怜人似月中孀。,6
236,南浦春来绿一川，石桥朱塔两依然。年年送客横塘路，细雨垂杨系画船。,1
237,烟波桃叶西陵路，十年断魂潮尾。古柳重攀，轻鸥聚别，陈迹危亭独倚。凉飕乍起，渺烟碛飞帆，暮山横翠。但有江花，共临秋镜照憔悴。华堂烛暗送客，眼波回盼处，芳艳流水。素骨凝冰，柔葱蘸雪，犹忆分瓜深意。清尊未洗，梦不湿行云，漫沾残泪。可惜秋宵，乱蛩疏雨里。,1
238,馆娃宫外邺城西，远映征帆近拂堤。系得王孙归意切，不关芳草绿萋萋。,6
239,远远长沙去，怜君利一官。风帆彭蠡疾，云水洞庭宽。木客提蔬束，江乌接饭丸。莫言卑湿地，未必乏新欢。,1
240,此处情怀欲问天，相期相就复何年。行过章江三十里，泪依然。早宿半程芳草路，犹寒欲雨暮春天。小小桃花三两处，得人怜。,1
241,身世酒杯中。万事皆空。古来三五个英雄。雨打风吹何处是，汉殿秦宫。梦入少年丛。歌舞匆匆。老僧夜半误鸣钟。惊起西窗眠不得，卷地西风。,5
242,有人独立空山，翠髯未觉霜颜老。新香秀粒，浓光绿浸，千年春小。布影参旗，障空云盖，沉沉秋晓。驷苍虬万里，笙吹凤女，骖飞乘、天风袅。般巧。霜斤不到。汉游仙、相从最早。皱鳞细雨，层阴藏月，朱弦古调。问讯东桥，故人南岭，倚天长啸。待凌霄谢了，山深岁晚，素心才表。,6
243,结根挺涯涘，垂影覆清浅。睡脸寒未开，懒腰晴更软。摇空条已重，拂水带方展。似醉烟景凝，如愁月露泫。丝长鱼误恐，枝弱禽惊践。长别几多情，含春任攀搴。,6
244,酒泉太守能剑舞，高堂置酒夜击鼓。胡笳一曲断人肠，座上相看泪如雨。琵琶长笛曲相和，羌儿胡雏齐唱歌。浑炙犁牛烹野驼，交河美酒归叵罗。三更醉后军中寝，无奈秦山归梦何。,2
245,新亭俯朱槛，嘉木开芙蓉。清香晨风远，溽彩寒露浓。潇洒出人世，低昂多异容。尝闻色空喻，造物谁为工？留连秋月晏，迢递来山钟。,6
246,道路时通塞，江山日寂寥。偷生唯一老，伐叛已三朝。雨急青枫暮，云深黑水遥。梦归归未得，不用楚辞招。,2
247,黄河远上白云间，一片孤城万仞山。羌笛何须怨杨柳，春风不度玉门关。单于北望拂云堆，杀马登坛祭几回。汉家天子今神武，不肯和亲归去来。,3
248,行行重行行，与君生别离。相去万余里，各在天一涯。道路阻且长，会面安可知？胡马依北风，越鸟巢南枝。相去日已远，衣带日已缓。浮云蔽白日，游子不顾返。思君令人老，岁月忽已晚。弃捐勿复道，努力加餐饭。,1
249,大别我知友，突兀起西州。十年重见，依旧秀色照清眸。常记鲒碕狂客，邀我登楼雪霁，杖策拥羊裘。山吐月千仞，残夜水明楼。黄粱梦，未觉枕，几经秋。与君邂逅，相逐飞步碧山头。举酒一觞今古，叹息英雄骨冷，清泪不能收。鹦鹉更谁赋，遗恨满芳州。,1
250,黄云连白草，万里有无间。霜冷髑髅哭，天寒甲胄闲。马嘶经战地，雕认打围山。移戌腰金印，将军度玉关。,3
251,贵贱虽异等，出门皆有营。独无外物牵，遂此幽居情。微雨夜来过，不知春草生。青山忽已曙，鸟雀绕舍鸣。时与道人偶，或随樵者行。自当安蹇劣，谁谓薄世荣。,4
252,一点残红欲尽时。乍凉秋气满屏帏。梧桐叶上三更雨，叶叶声声是别离。调宝瑟，拨金猊。那时同唱鹧鸪词。如今风雨西楼夜，不听清歌也泪垂。,1
253,幽谷那堪更北枝，年年自分着花迟。高标逸韵君知否，正是层冰积雪时。,6
254,男儿生世间，及壮当封侯。战伐有功业，焉能守旧丘？召募赴蓟门，军动不可留。千金买马鞍，百金装刀头。闾里送我行，亲戚拥道周。斑白居上列，酒酣进庶羞。少年别有赠，含笑看吴钩。朝进东门营，暮上河阳桥。落日照大旗，马鸣风萧萧。平沙列万幕，部伍各见招。中天悬明月，令严夜寂寥。悲笳数声动，壮士惨不骄。借问大将谁？恐是霍嫖姚。古人重守边，今人重高勋。岂知英雄主，出师亘长云。六合已一家，四夷且孤军。遂使貔虎士，奋身勇所闻。拔剑击大荒，日收胡马群；誓开玄冥北，持以奉吾君！献凯日继踵，两蕃静无虞。渔阳豪侠地，击鼓吹笙竽。云帆转辽海，粳稻来东吴。越罗与楚练，照耀舆台躯。主将位益崇，气骄凌上都：边人不敢议，议者死路衢。我本良家子，出师亦多门。将骄益愁思，身贵不足论。跃马二十年，恐辜明主恩。坐见幽州骑，长驱河洛昏。中夜间道归，故里但空村。恶名幸脱免，穷老无儿孙。,3
255,泛泛东流水，磷磷水中石。蘋藻生其涯，华叶纷扰溺。采之荐宗庙，可以羞嘉客。岂无园中葵？懿此出深泽。,6
256,轻盈照溪水，掩敛下瑶台。妒雪聊相比，欺春不逐来。偶同佳客见，似为冻醪开。若在秦楼畔，堪为弄玉媒。,6
257,代马秋不归，缁纨无复绪。迎寒理衣缝，映月抽纤缕。的皪愁睇光，连娟思眉聚。清露下罗衣，秋风吹玉柱。流阴稍已多，馀光亦难取。,0
258,斗酒渭城边，垆头耐醉眠。梨花千树雪，杨叶万条烟。惜别添壶酒，临岐赠马鞭。看君颍上去，新月到家圆。,1
259,践更登陇首，远别指临洮。为问关山事，何如州县劳。军容随赤羽，树色引青袍。谁断单于臂，今年太白高。,3
260,寒城猎猎戍旗风，独倚危楼怅望中。万里山河唐土地，千年魂魄晋英雄。离心不忍听边马，往事应须问塞鸿。好脱儒冠从校尉，一枝长戟六钧弓。,5
261,阁于山与湖之间，山围如屏，湖绕如带，山与湖交相袭也。虞山，嶞山也。蜿蜒西属，至是则如密如防，环拱而不忍去。西湖连延数里，缭如周墙。湖之为陂为寖者，弥望如江流。山与湖之形，经斯地也，若胥变焉。阁屹起平田之中，无垣屋之蔽，无藩离之限，背负云气，胸荡烟水，阴阳晦明，开敛变怪，皆不得遁去豪末。阁既成，主人与客，登而乐之，谋所以名其阁者。主人复于客曰：“客亦知河伯之自多于水乎？今吾与子亦犹是也。尝试与子直前楹而望，阳山箭缺，累如重甗。吴王拜郊之台，已为黍离荆棘矣。逦迤而西，江上诸山，参错如眉黛，吴海国、康蕲国之壁垒，亦已荡为江流矣。下上千百年，英雄战争割据，杳然不可以复迹，而况于斯阁欤？又况于吾与子以眇然之躯，寄于斯阁者欤？吾与子登斯阁也，欣然骋望，举酒相属，已不免哑然自笑，而何怪于人世之还而相笑与？”客曰：“不然。于天地之间有山与湖，于山与湖之间有斯阁，于斯阁之中有吾与子。吾与子相与晞朝阳而浴夕月，钓清流而弋高风，其视人世之区区以井蛙相跨峙而以腐鼠相吓也为何如哉？吾闻之，万物莫不然，莫不非。因其所非而非之，是以小河伯而大海若，少仲尼而轻伯夷，因其所然而然之，则夫夔蚿之相怜，鯈鱼之出游，皆动乎天机而无所待也。吾与子之相乐也，人世之相笑也，皆彼是之两行也，而又何间焉？”主人曰：“善哉！吾不能辩也。”姑以秋水名阁，而书之以为记。崇祯四年三月初五日。,5
262,山僧对棋坐，局上竹阴清。映竹无人见，时闻下子声。小娃撑小艇，偷采白莲回。不解藏踪迹，浮萍一道开。,4
263,巴水急如箭，巴船去若飞。十月三千里，郎行几岁归。,1
264,蓬莱老树苍云，禾黍高低，孤兔纷纭。半折残碑。空馀故址，总是黄尘。东晋亡也再难寻个右军，西施去也绝不见甚佳人。海气长昏，啼鳺声干，天地无春。,5
265,畴昔苦长饥，投耒去学仕。将养不得节，冻馁固缠己。是时向立年，志意多所耻。遂尽介然分，拂衣归田里，冉冉星气流，亭亭复一纪。世路廓悠悠，杨朱所以止。虽无挥金事，浊酒聊可恃。,4
266,泰和中，大名民家小儿女，有以私情不如意赴水者，官为踪迹之，无见也。其后踏藕者得二尸水中，衣服仍可验，其事乃白。是岁此陂荷花开，无不并蒂者。沁水梁国用，时为录事判官，为李用章内翰言如此。此曲以乐府《双蕖怨》命篇。“咀五色之灵芝，香生九窍；咽三危之瑞露，春动七情”，韩偓《香奁集》中自序语。问莲根、有丝多少，莲心知为谁苦？双花脉脉娇相向，只是旧家儿女。天已许。甚不教、白头生死鸳鸯浦？夕阳无语。算谢客烟中，湘妃江上，未是断肠处。香奁梦，好在灵芝瑞露。人间俯仰今古。海枯石烂情缘在，幽恨不埋黄土。相思树，流年度，无端又被西风误。兰舟少住。怕载酒重来，红衣半落，狼藉卧风雨。,0
267,荒戍落黄叶，浩然离故关。高风汉阳渡，初日郢门山。江上几人在，天涯孤棹还。何当重相见，樽酒慰离颜。,1
268,青枥林深亦有人，一渠流水数家分。山当日午回峰影，草带泥痕过鹿群。蒸茗气从茅舍出，缲丝声隔竹篱闻。行逢卖药归来客，不惜相随入岛云。,4
269,白狐向月号山风，秋寒扫云留碧空。玉烟青湿白如幢，银湾晓转流天东。溪汀眠鹭梦征鸿，轻涟不语细游溶。层岫回岑复叠龙，苦篁对客吟歌筒。,4
270,翠岭一千寻，岭上彩云如幄。云影波光相射，荡楼台春绿。仙鬟撩鬓倚双扉，窈窕一枝玉。日暮九疑何处？认舜祠丛竹。,5
271,柳带榆钱，又还过、清明寒食。天一笑、浦园罗绮，满城箫笛。花树得睛红欲染，远山过雨青如滴。问江南池馆有谁来？江南客。乌衣巷，今犹昔。乌衣事，今难觅。但年年燕子，晚烟斜日。抖擞一春尘土债，悲凉万古英雄迹。且芳尊随分趁芳时，休虚掷。,5
272,故关衰草遍，离别自堪悲。路出寒云外，人归暮雪时。少孤为客早，多难识君迟。掩泪空相向，风尘何处期。,1
273,桂水澄夜氛，楚山清晓云。秋风两乡怨，秋月千里分。寒枝宁共采，霜猿行独闻。扪萝正意我，折桂方思君。,1
274,楚怀王，忠臣跳入汨罗江。《离骚》读罢空惆怅，日月同光。伤心来笑一场，笑你个三闾强，为甚不身心放？沧浪污你，你污沧浪。,5
275,天津桥下阳春水，天津桥上繁华子。马声回合青云外，人影动摇绿波里。绿波荡漾玉为砂，青云离披锦作霞。可怜杨柳伤心树，可怜桃李断肠花。此日遨游邀美女，此时歌舞入娼家。娼家美女郁金香，飞来飞去公子傍。的的珠帘白日映，娥娥玉颜红粉妆。花际徘徊双蛱蝶，池边顾步两鸳鸯。倾国倾城汉武帝，为云为雨楚襄王。古来容光人所羡，况复今日遥相见。愿作轻罗著细腰，愿为明镜分娇面。与君相向转相亲，与君双栖共一身。愿作贞松千岁古，谁论芳槿一朝新。百年同谢西山日，千秋万古北邙尘。,0
276,湖平春水，菱荇萦船尾。空翠入衣襟，拊轻桹、游鱼惊避。晚来潮上，迤逦没沙痕，山四倚。云渐起。鸟度屏风里。周郎逸兴，黄帽侵云水。落日媚沧洲，泛一棹、夷犹未已。玉箫金管，不共美人游，因个甚，烟雾底。独爱莼羹美。,2
277,翠荷残，苍梧坠。千山应瘦，万木皆稀，蜗角名，蝇头利。输与渊明陶陶醉，尽黄菊围绕东篱。良田数顷，黄牛二只，归去来兮。,4
278,坠雨已辞云，流水难归浦。遗恨几时休，心抵秋莲苦。忍泪不能歌，试托哀弦语。弦语愿相逢，知有相逢否。,1
279,茅舍疏篱。半飘残雪，斜卧低枝。可更相宜，烟笼修竹，月在寒溪。宁宁伫立移时。判瘦损、无妨为伊。谁赋才情，画成幽思，写入新诗。,6
280,十二年前，曾上到、绣春台顶。双脚健、不烦筇杖，透岩穿岭。老去渐消狂气习，重来依旧佳风景。想牧之、千载尚神游，空山冷。山之下，江流永。江之外，淮山暝。望中原何处，虎狼犹梗。勾蠡规模非浅近，石苻事业真俄顷。问古今、宇宙竟如何，无人省。,5
281,龙虎谢鞭策，鹓鸾不司晨。君看海上鹤，何似笼中鹑。独用天地心，浮云乃吾身。虽将簪组狎，若与烟霞亲。季父有英风，白眉超常伦。一官即梦寐，脱屣归西秦。窦公敞华筵，墨客尽来臻。燕歌落胡雁，郢曲回阳春。征马百度嘶，游车动行尘。踌躇未忍去，恋此四座人。饯离驻高驾，惜别空殷勤。何时竹林下，更与步兵邻。,1
282,一树摧残几片存，栏边为汝最伤神。休翻雨滴寒鸣夜，曾抱花枝暖过春。与影有情唯日月，遇红无礼是泥尘。上阳宫女多诗思，莫寄人间取次人。,6
283,孤云将野鹤，岂向人间住。莫买沃洲山，时人已知处。,1
284,露罥蛛丝，小楼阴堕月，秋惊华鬓。宫漏未央，当时钿钗遗恨。人间梦隔西风，算天上、年华一瞬。相逢，纵相疏、胜却巫阳无准。何处动凉讯。听露井梧桐，楚骚成韵。彩云断、翠羽散，此情难问。银河万古秋声，但望中、婺星清润。轻俊。度金针、漫牵方寸。,0
285,一春略无十日晴，处处浮云将雨行。野田春水碧于镜，人影渡傍鸥不惊。桃花嫣然出篱笑，似开未开最有情。茅茨烟暝客衣湿，破梦午鸡啼一声。,6
286,南轩有孤松，柯叶自绵幂。清风无闲时，潇洒终日夕。阴生古苔绿，色染秋烟碧。何当凌云霄，直上数千尺。,6
287,龙槛沉沉水殿清，禁门深掩断人声。吴王宴罢满宫醉，日暮水漂花出城。,5
288,君即刘越石，雄豪冠当时。凄清横吹曲，慷慨扶风词。虎啸俟腾跃，鸡鸣遭乱离。千金市骏马，万里逐王师。结交楼烦将，侍从羽林儿。统兵捍吴越，豺虎不敢窥。大勋竟莫叙，已过秋风吹。秉钺有季公，凛然负英姿。寄深且戎幕，望重必台司。感激一然诺，纵横两无疑。伏奏归北阙，鸣驺忽西驰。列将咸出祖，英僚惜分离。斗酒满四筵，歌啸宛溪湄。君携东山妓，我咏北门诗。贵贱交不易，恐伤中园葵。昔赠紫骝驹，今倾白玉卮。同欢万斛酒，未足解相思。此别又千里，秦吴渺天涯。月明关山苦，水剧陇头悲。借问几时还，春风入黄池。无令长相忆，折断绿杨枝。,1
289,铜鼓赛神来，满庭幡盖裴回。水村江浦过风雷，楚山如画烟开。离别艣声空萧索，玉容惆怅妆薄。青麦燕飞落落，卷帘愁对珠阁。,1
290,不种闲花，池亭畔、几竿修竹。相映带、一泓流水，森寒洁绿。风动仙人鸣佩遂，雨余净女添膏沐。未成林，难望凤来栖，聊医俗。问华胄，名淇澳。寻苗裔，湘江曲。性孤高似柏，阿娇金屋。坐荫从容烦暑退，清心恍惚微香触。历冰霜、不变好风姿，温如玉。,6
291,绀缕堆云，清腮润玉，汜人初见。蛮腥未洗，海客一怀凄惋。渺征槎、去乘阆风，占香上国幽心展。□遗芳掩色，真恣凝澹，返魂骚畹。一盼。千金换。又笑伴鸱夷，共归吴苑。离烟恨水，梦杳南天秋晚。比来时、瘦肌更销，冷薰沁骨悲乡远。最伤情、送客咸阳，佩结西风怨。,6
292,长安大道连狭斜，青牛白马七香车。玉辇纵横过主第，金鞭络绎向侯家。龙衔宝盖承朝日，凤吐流苏带晚霞。百尺游丝争绕树，一群娇鸟共啼花。寂寂寥寥扬子居，年年岁岁一床书。独有南山桂花发，飞来飞去袭人裾。,5
293,危桥属幽径，缭绕穿疏林。迸箨分苦节，轻筠抱虚心。俯瞰涓涓流，仰聆萧萧吟。差池下烟日，嘲哳鸣山禽。谅无要津用，栖息有馀阴。,6
294,籊籊竹竿，以钓于淇。岂不尔思？远莫致之。泉源在左，淇水在右。女子有行，远兄弟父母。淇水在右，泉源在左。巧笑之瑳，佩玉之傩。淇水滺滺，桧楫松舟。驾言出游，以写我忧。,2
295,野棠花落，又匆匆过了，清明时节。刬地东风欺客梦，一枕云屏寒怯。曲岸持觞，垂杨系马，此地曾经别。楼空人去，旧游飞燕能说。闻道绮陌东头，行人长见，帘底纤纤月。旧恨春江流不断，新恨云山千叠。料得明朝，尊前重见，镜里花难折。也应惊问：近来多少华发？,0
296,满城社雨，又唤起无家，一年新恨。花轻柳重，隔断红楼芳径。旧垒谁家曾识，更生怕、主人相问。商量多少雕檐，还是差池不定。谁省、去年春静。直数到今年，丝魂絮影。前身应是，一片落红残粉。不住呢喃交讯，又惹得、莺儿闲听。输于池上鸳鸯，日日阑前双暝。,6
297,朝见裴叔则，朗如行玉山。黄河落天走东海，万里写入胸怀间。身骑白鼋不敢度，金高南山买君顾。徘徊六合无相知，飘若浮云且西去！,1
298,醉别复几日，登临遍池台。何时石门路，重有金樽开。秋波落泗水，海色明徂徕。飞蓬各自远，且尽手中杯。,1
299,余始不欲与佛者游，尝读东坡所作《勤上人诗序》，见其称勤之贤曰：“使勤得列于士大夫之间，必不负欧阳公。”余于是悲士大夫之风坏已久，而喜佛者之有可与游者。去年春，余客居城西，读书之暇，因往云岩诸峰间，求所谓可与游者，而得虚白上人焉。虚白形癯而神清，居众中不妄言笑。余始识于剑池之上，固心已贤之矣。入其室，无一物，弊箦折铛，尘埃萧然。寒不暖，衣一衲，饥不饱，粥一盂，而逍遥徜徉，若有余乐者。间出所为诗，则又纡徐怡愉，无急迫穷苦之态，正与其人类。方春二三月时，云岩之游者盛，巨官要人，车马相属。主者撞钟集众，送迎唯谨，虚白方闭户寂坐如不闻；及余至，则曳败履起从，指幽导胜于长林绝壁之下，日入而后已。余益贤虚白，为之太息而有感焉。近世之士大夫，趋于途者骈然，议于庐者欢然，莫不恶约而愿盈，迭夸而交诋，使虚白袭冠带以齿其列，有肯为之者乎？或以虚白佛者也，佛之道贵静而无私，其能是亦宜耳！余曰：今之佛者无呶呶焉肆荒唐之言者乎？无逐逐焉从造请之役者乎？无高屋广厦以居美女丰食以养者乎？然则虚白之贤不惟过吾徒，又能过其徒矣。余是以乐与之游而不知厌也。今年秋，虚白将东游，来请一言以为赠。余以虚白非有求于世者，岂欲余张之哉？故书所感者如此，一以风乎人，一以省于己，使无或有愧于虚白者而已。,1
300,罗绮满城春欲暮。百花洲上寻芳去。浦映□花花映浦。无尽处。恍然身入桃源路。莫怪山翁聊逸豫。功名得丧归时数。莺解新声蝶解舞。天赋与。争教我悲无欢绪。,4
301,如花貌。当来便约，永结同心偕老。为妙年、俊格聪明，凌厉多方怜爱，何期养成心性近，元来都不相表。渐作分飞计料。稍觉因情难供，恁殛恼。争克罢同欢笑。已是断弦尤续，覆水难收，常向人前诵谈，空遣时传音耗。漫悔懊。此事何时坏了。,0
302,空山新雨后，天气晚来秋。明月松间照，清泉石上流。竹喧归浣女，莲动下渔舟。随意春芳歇，王孙自可留。,4
303,佳丽地。南朝盛事谁记。山围故国绕清江，髻鬟对起。怒涛寂寞打孤城，风樯遥度天际。断崖树，犹倒倚。莫愁艇子曾系。空余旧迹郁苍苍，雾沈半垒。夜深月过女墙来，伤心东望淮水。酒旗戏鼓甚处市。想依稀、王谢邻里。燕子不知何世。入寻常、巷陌人家，相对如说兴亡，斜阳里。,5
304,读陆游咏梅词，反其意而用之。风雨送春归，飞雪迎春到。已是悬崖百丈冰，犹有花枝俏。俏也不争春，只把春来报。待到山花烂漫时，她在丛中笑。,6
305,不到东山向一年，归来才及种春田。雨中草色绿堪染，水上桃花红欲然。优娄比丘经论学，伛偻丈人乡里贤。披衣倒屣且相见，相欢语笑衡门前。,4
306,驿外断桥边，寂寞开无主。已是黄昏独自愁，更著风和雨。无意苦争春，一任群芳妒。零落成泥碾作尘，只有香如故。,6
307,小楼深巷狂游遍，罗绮成丛。就中堪人属意，最是虫虫。有画难描雅态，无花可比芳容。几回饮散良宵永，鸳衾暖、凤枕香浓。算得人间天上，惟有两心同。近来云雨忽西东。诮恼损情悰。纵然偷期暗会，长是匆匆。争似和鸣偕老，免教敛翠啼红。眼前时、暂疏欢宴，盟言在、更莫忡忡。待作真个宅院，方信有初终。,0
308,中原草草失承平，戍火胡尘到两京。扈跸老臣身万里，天寒来此听江声！,5
309,春未老，风细柳斜斜。试上超然台上看，半壕春水一城花。烟雨暗千家。寒食后，酒醒却咨嗟。休对故人思故国，且将新火试新茶。诗酒趁年华。,2
310,垂柳依依惹暮烟，素魄娟娟当绣轩。妾身独自眠，月圆人未圆。啼得花残声更悲，叫得春归郎未知。杜鹃奴倩伊，问郎何日归？,1
311,千山鸟飞绝，万径人踪灭。孤舟蓑笠翁，独钓寒江雪。,4
312,异域阴山外，孤城雪海边。秋来唯有雁，夏尽不闻蝉。雨拂毡墙湿，风摇毳幕羶。轮台万里地，无事历三年。,3
313,客舟系缆柳阴旁，湖影侵篷夜气凉。万顷波光摇月碎，一天风露藕花香。,2
